ID,Traditional,Simplified,Pinyin,POS,Meaning
L4-2552,團圓,团圆,tuányuán,Vs,reunion
L4-2553,推動,推动,tuīdòng,VA,"push forward, promote"
L4-2554,推翻,推翻,tuīfān,VA,overthrow
L4-2555,推廣,推广,tuīguǎng,VA,"popularize, spread, extend"
L4-2556,推薦,推荐,tuījiàn,VA,recommend
L4-2557,推銷,推销,tuīxiāo,VA,"promote sale of, peddle"
L4-2558,退,退,tuì,VA,"retreat, retire, decline, ebb"
L4-2559,退,退,tuì,VA,"return, give back, refund, cede"
L4-2560,退步,退步,tuìbù,Vs,"degenerate, backslide, regress, decline, step backward, retrogress"
L4-2561,退出,退出,tuìchū,VA,"withdraw from, quit"
L4-2562,退回,退回,tuìhuí,VA,"return, send/give back"
L4-2563,退休,退休,tuìxiū,Vs,"to retire, to go into retirement, to step down"
L4-2564,吞,吞,tūn,VA,"swallow, gulp down"
L4-2565,拖,拖,tuō,VA,"pull, drag, haul"
L4-2566,托兒所,托儿所,tuō'érsuǒ,N,"nursery, child-care center"
L4-2567,脫離,脱离,tuōlí,VA,separate oneself from
L4-2568,拖鞋,拖鞋,tuōxié,N,"slippers, sandals, flip-flops"
L4-2569,妥善,妥善,tuǒshàn,Vs,"appropriate, proper"
L4-2570,妥協,妥协,tuǒxié,VA,"come to terms, compromise"
L4-2571,哇,哇,wā,P,inj.: Wah!
L4-2572,哇,哇,wā,Vs,particle: formed by linking syllable ending in u-sound and the final particle a
L4-2573,挖,挖,wā,VA,"dig, excavate"
L4-2574,娃娃,娃娃,wáwa,N,"baby, child, doll"
L4-2575,歪,歪,wāi,Vs,"askew, crooked, inclined, devious, underhand"
L4-2576,外部,外部,wàibù,N,"outside, exterior, surface"
L4-2577,外出,外出,wàichū,VA,go out
L4-2578,外地,外地,wàidì,N,place other than where one is
L4-2579,外觀,外观,wàiguān,N,"outward appearance, exterior"
L4-2580,外行,外行,wàiháng,Vs,unprofessional
L4-2581,外匯,外汇,wàihuì,N,foreign exchange
L4-2582,外交,外交,wàijiāo,N,"diplomacy, foreign affairs"
L4-2583,外界,外界,wàijiè,N,"external/outside world, outside"
L4-2584,外科,外科,wàikē,N,surgery
L4-2585,外婆,外婆,wàipó,N,maternal grandmother
L4-2586,外頭,外头,wàitou,N,"outside, out"
L4-2587,彎,弯,wān,Vs,"bent, curved, crooked"
L4-2588,彎腰,弯腰,wānyāo,VA,"bow, hunch, stoop, double over"
L4-2589,完畢,完毕,wánbì,Vs,"finish, complete"
L4-2590,玩具,玩具,wánjù,N,"toy, plaything"
L4-2591,完善,完善,wánshàn,Vs,"perfect, consummate"
L4-2592,玩笑,玩笑,wánxiào,N,"joke, jest"
L4-2593,完整,完整,wánzhěng,Vs,"complete, integrated, intact"
L4-2594,晚輩,晚辈,wǎnbèi,N,"younger generation, one's juniors"
L4-2595,萬一,万一,wànyī,Conj,"just in case, if by any chance"
L4-2596,網,网,wǎng,N,net
L4-2597,網路,网路,wǎnglù,N,network
L4-2598,往,往,wǎng,VA,go toward
L4-2599,往往,往往,wǎngwǎng,Adv,"often, frequently"
L4-2600,望,望,wàng,VA,"gaze into the distance, expect"
L4-2601,威脅,威胁,wēixié,N,threat
L4-2602,威脅,威胁,wēixié,VA,"threaten, menace, imperil"
L4-2603,圍,围,wéi,VA,"surround, enclose ,corral"
L4-2604,維持,维持,wéichí,Vs,"keep, preserve"
L4-2605,違反,违反,wéifǎn,Vs,"violate, transgress, infringe"
L4-2606,維護,维护,wéihù,VA,"safeguard, defend, uphold"
L4-2607,危機,危机,wéijī,N,crisis
L4-2608,為難,为难,wéinán,Vs,"create difficulties (for sb.), be in a quandary"
L4-2609,維他命,维他命,wéitāmìng,N,vitamin
L4-2610,微笑,微笑,wéixiào,VA,smile
L4-2611,唯一,唯一,wéiyī,Vs,"only, sole"
L4-2612,為主,为主,wéizhǔ,Vs,give first place to
L4-2613,尾巴,尾巴,wěiba,N,tail
L4-2614,偉大,伟大,wěidà,Vs,"great, mighty"
L4-2615,委託,委托,wěituō,VA,"authorize, commend, consign"
L4-2616,委員,委员,wěiyuán,N,committee member
L4-2617,味,味,wèi,N,"①taste, flavour ②smell, odour ③delicacies or foods"
L4-2617,味兒,味儿,wèir,N,"①taste, flavour ②smell, odour ③delicacies or foods"
L4-2618,未,未,wèi,Adv,have not yet
L4-2619,未婚,未婚,wèihūn,Vs,"unmarried, single"
L4-2620,味精,味精,wèijīng,N,"monosodium glutamate, MSG"
L4-2621,為了,为了,wèile,Prep,"for, for the sake of, in order to"
L4-2622,衛生,卫生,wèishēng,Vs,hygienic
L4-2623,衛生紙,卫生纸,wèishēngzhǐ,N,toilet paper
L4-2624,慰問,慰问,wèiwèn,VA,"comfort, console, convey sympathy/greetings"
L4-2625,衛星,卫星,wèixīng,N,satellite
L4-2626,位於,位于,wèiyú,VA,be located/situated
L4-2627,位置,位置,wèizhì,N,"seat, place, position"
L4-2628,溫度,温度,wēndù,N,temperature
L4-2629,溫暖,温暖,wēnnuǎn,Vs,"warm, warm up"
L4-2630,溫柔,温柔,wēnróu,Vs,gentle and soft
L4-2631,文法,文法,wénfǎ,N,"grammar, syntax"
L4-2632,文件,文件,wénjiàn,N,"documents, file"
L4-2633,文具,文具,wénjù,N,"writing material, writing materials, stationery"
L4-2634,文物,文物,wénwù,N,cultural/historical objects/relics
L4-2635,文藝,文艺,wényì,N,literature and art
L4-2636,蚊子,蚊子,wénzi,N,mosquito
L4-2637,吻,吻,wěn,N,a kiss
L4-2638,吻,吻,wěn,VA,kiss
L4-2639,穩,稳,wěn,Vs,"firm, stable, steady, staid, sedate"
L4-2640,穩定,稳定,wěndìng,Vs,"stable, steady"
L4-2641,問好,问好,wènhǎo,VA,"send one's regards to, say hello to"
L4-2642,問候,问候,wènhòu,VA,send one's respects/regards to
L4-2643,握,握,wò,VA,"hold, grasp"
L4-2644,臥房,卧房,wòfáng,N,bedroom
L4-2645,臥室,卧室,wòshì,N,bedroom
L4-2646,污染,污染,wūrǎn,VA,"pollute, contaminate"
L4-2647,無,无,wú,Vs,"not have, there is not"
L4-2648,無法,无法,wúfǎ,Adv,"unable to, cannot"
L4-2649,無可奈何,无可奈何,wúkěnàihé,Vs,have no alternative
L4-2650,無論,无论,wúlùn,Conj,"no matter what/how/etc., regardless"
L4-2651,無論如何,无论如何,wúlùnrúhé,Conj,"in any case, at any rate, no matter what"
L4-2652,無情,无情,wúqíng,Vs,"merciless, ruthless"
L4-2653,無窮,无穷,wúqióng,Vs,"infinite, endless, inexhaustible"
L4-2654,無所謂,无所谓,wúsuǒwèi,Vs,"be indifferent, not matter"
L4-2655,無數,无数,wúshù,Det,"innumerable, countless"
L4-2656,無限,无限,wúxiàn,Vs,"infinite, limitless"
L4-2657,無意,无意,wúyì,Vs,have no intention to
L4-2658,舞,舞,wǔ,N,dance
L4-2659,舞蹈,舞蹈,wǔdào,N,dance
L4-2660,舞會,舞会,wǔhuì,N,"dance (party), ball"
L4-2661,武器,武器,wǔqì,N,"weapon, arms"
L4-2662,舞台,舞台,wǔtái,N,"stage, arena"
L4-2662,舞臺,舞台,wǔtái,N,"stage, arena"
L4-2663,舞廳,舞厅,wǔtīng,N,"ballroom, dance hall"
L4-2664,勿,勿,wù,Adv,"do not, must not"
L4-2665,霧,雾,wù,N,mist
L4-2666,誤,误,wù,Adv,by mistake
L4-2667,誤,误,wù,Vs,"harm, injure, miss (due to delay)"
L4-2668,誤點,误点,wùdiǎn,Vs,"overdue, be late, be behind schedule, behind schedule, lose, late, delay"
L4-2669,誤會,误会,wùhuì,Vs,"misunderstand, mistake"
L4-2670,誤會,误会,wùhuì,N,misunderstanding
L4-2671,物價,物价,wùjià,N,commodity prices
L4-2672,物理,物理,wùlǐ,N,physics
L4-2673,物質,物质,wùzhí,N,"matter, substance, material"
L4-2674,吸,吸,xī,VA,"inhale, breathe in, absorb, suck up, attract, draw to oneself"
L4-2675,西北,西北,xīběi,N,"northwest, the Northwest"
L4-2676,西部,西部,xībù,N,"western part, the west"
L4-2677,吸毒,吸毒,xīdú,VA,take drugs
L4-2678,西方,西方,Xīfāng,N,west
L4-2679,西南,西南,xīnán,N,"southwest, the Southwest"
L4-2680,吸取,吸取,xīqǔ,VA,"absorb, draw, assimilate"
L4-2681,犧牲,牺牲,xīshēng,Vs,"sacrifice oneself, die martyr's death, do sth. at the expense of self or sb. else"
L4-2682,吸食,吸食,xīshí,VA,"suck, take in (liquids/narcotics/etc)"
L4-2683,吸收,吸收,xīshōu,VA,"absorb, suck up, assimilate, recruit"
L4-2684,吸煙,吸烟,xīyān,VA,"smoke, smoking"
L4-2685,吸引,吸引,xīyǐn,Vs,"attract, draw, fascinate"
L4-2686,西裝,西装,xīzhuāng,N,Western-style clothes
L4-2687,媳婦,媳妇,xífù,N,"daughter-in-law, wife of sb. of younger generation"
L4-2688,喜愛,喜爱,xǐ'ài,Vs,"like, love, be fond of"
L4-2689,喜酒,喜酒,xǐjiǔ,N,"liquor drunk at wedding feast, wedding feast"
L4-2690,洗衣粉,洗衣粉,xǐyīfěn,N,"washing powder for clothes, laundry detergent"
L4-2691,戲,戏,xì,N,"drama, play, show"
L4-2692,細胞,细胞,xìbāo,N,cell
L4-2693,細節,细节,xìjié,N,"details, particulars"
L4-2694,戲劇,戏剧,xìjù,N,"drama, play, theater"
L4-2695,細菌,细菌,xìjùn,N,"germ, bacterium"
L4-2696,系列,系列,xìliè,N,"series, set"
L4-2697,系統,系统,xìtǒng,N,system
L4-2698,細小,细小,xìxiǎo,Vs,tiny
L4-2699,細心,细心,xìxīn,Vs,"careful, attentive"
L4-2700,瞎,瞎,xiā,Vs,"become blind, become tangled (of thread/etc)"
L4-2701,蝦子,虾子,xiāzi,N,shrimp
L4-2701,蝦,虾,xiā,N,shrimp
L4-2702,蝦米,虾米,xiāmǐ,N,"dried, shelled shrimp, small shrimp"
L4-2703,嚇,吓,xià,Vs,"frighten, scare, intimidate"
L4-2704,下,下,xià,VA,"put sth. into, apply, form (opinion/etc)"
L4-2705,下巴,下巴,xiàbā,N,"lower jaw, chin"
L4-2706,夏季,夏季,xiàjì,N,summer
L4-2707,下降,下降,xiàjiàng,VA,"descend, go/come down, drop, fall, decline"
L4-2708,下來,下来,xiàlái,Post,used after a verb to indicate motion toward a lower or nearer position
L4-2709,下棋,下棋,xiàqí,VA,play chess
L4-2710,下去,下去,xiàqù,,"[aspect] go on, continue (used after a verb)"
L4-2711,下午茶,下午茶,xiàwǔchá,N,teatime
L4-2712,嚇一跳,吓一跳,xià yī tiào,Vs,"startle, start"
L4-2713,下游,下游,xiàyóu,N,lower reaches (of river)
L4-2714,鮮,鲜,xiān,Vs,"fresh, new, bright-colored, bright, delicious, tasty"
L4-2715,鮮花,鲜花,xiānhuā,N,fresh flower
L4-2716,現金,现金,xiànjīn,N,"ready money, cash, cash reserve in bank"
L4-2717,先進,先进,xiānjìn,Vs,advance
L4-2718,鮮奶,鲜奶,xiānnǎi,N,fresh milk
L4-2719,鮮血,鲜血,xiānxiě,N,fresh blood
L4-2720,閒,闲,xián,Vs,"not busy, unoccupied, not in use, idle"
L4-2721,嫌,嫌,xián,Vs,"dislike, mind"
L4-2722,鹹,咸,xián,Vs,salty
L4-2723,顯得,显得,xiǎnde,Vs,"seem, look, appear"
L4-2724,顯然,显然,xiǎnrán,Adv,"obviously, evidently, clearly"
L4-2725,顯示,显示,xiǎnshì,Vs,"show, display, demonstrate, manifest"
L4-2726,顯著,显著,xiǎnzhù,Vs,"notable, marked, striking, remarkable, outstanding"
L4-2727,線,线,xiàn,N,"thread, string, wire, curved line, line, route"
L4-2728,現,现,xiàn,Adv,"just, at the time, extempore"
L4-2729,現場,现场,xiànchǎng,N,"scene (of an incident), site, spot"
L4-2730,現成,现成,xiànchéng,Vs,ready-made
L4-2731,現代,现代,xiàndài,Vs,modern
L4-2732,羨慕,羡慕,xiànmù,Vs,"admire, envy"
L4-2733,現實,现实,xiànshí,Vs,"reality, actuality"
L4-2734,現實,现实,xiànshí,N,"practical, pragmatic"
L4-2735,現象,现象,xiànxiàng,N,"phenomenon, appearance"
L4-2736,限制,限制,xiànzhì,VA,restrictiveness
L4-2737,限制,限制,xiànzhì,N,"restrict, confine"
L4-2738,相,相,xiāng,Adv,"each other, mutually"
L4-2739,箱,箱,xiāng,M,box
L4-2740,鄉村,乡村,xiāngcūn,N,"village, countryside, rural area"
L4-2741,香腸,香肠,xiāngcháng,N,sausage
L4-2742,相當,相当,xiāngdāng,Adv,"quite, fairly, considerably"
L4-2743,相當,相当,xiāngdāng,Vs,"correspond to, be equal to, match, balance"
L4-2744,相對,相对,xiāngduì,Vs,"be opposite, be face to face"
L4-2745,相反,相反,xiāngfǎn,Vs,"opposite, contrary, reverse"
L4-2746,相關,相关,xiāngguān,Vs,be interrelated
L4-2747,相互,相互,xiānghù,Adv,"mutually, reciprocally"
L4-2748,香蕉,香蕉,xiāngjiāo,N,banana
L4-2749,相親相愛,相亲相爱,xiāngqīnxiāng'ài,Vs,"intimate, fond of each other"
L4-2750,相似,相似,xiāngsì,Vs,"resemble, be similar/alike"
L4-2751,香水,香水,xiāngshuǐ,N,"perfume, scent"
L4-2752,相同,相同,xiāngtóng,Vs,be identical/alike
L4-2753,詳細,详细,xiángxì,Vs,"detailed, minute"
L4-2754,想不到,想不到,xiǎngbùdào,Conj,unable to anticipate
L4-2755,想到,想到,xiǎngdào,VA,"think of, call to mind"
L4-2756,想念,想念,xiǎngniàn,Vs,"remember with longing, miss"
L4-2757,享受,享受,xiǎngshòu,Vs,enjoy
L4-2758,想像,想像,xiǎngxiàng,N,imagination
L4-2759,想像,想像,xiǎngxiàng,Vs,"imagine, fancy, visualize"
L4-2760,響應,响应,xiǎngyìng,VA,"respond, answer"
L4-2761,享有,享有,xiǎngyǒu,Vs,enjoy (right/etc)
L4-2762,象,象,xiàng,N,elephant
L4-2763,項,项,xiàng,M,"①Individual measure word for rules, articles etc; ②Individual measure word for sport events."
L4-2764,相機,相机,xiàngjī,N,camera
L4-2765,向來,向来,xiànglái,Adv,"always, all along"
L4-2766,項目,项目,xiàngmù,N,"item, article, clause, project"
L4-2767,相片,相片,xiàngpiàn,N,"photograph, photo"
L4-2767,相片兒,相片儿,xiàngpiànr,N,"photograph, photo"
L4-2768,相親,相亲,xiàngqīn,VA,get look at prospective spouse
L4-2769,相聲,相声,xiàngshēng,N,"cross talk, comic dialogue"
L4-2770,巷子,巷子,xiàngzi,N,"lane, alley"
L4-2771,消,消,xiāo,Vs,"disappear, vanish"
L4-2772,消除,消除,xiāochú,VA,"to eliminate, to clear, to remove, to clear up"
L4-2773,消費,消费,xiāofèi,N,expenditure
L4-2774,消費,消费,xiāofèi,VA,consume
L4-2775,消費者,消费者,xiāofèizhě,N,consumer
L4-2776,消化,消化,xiāohuà,VA,digest
L4-2777,消極,消极,xiāojí,Vs,"negative, passive, inactive"
L4-2778,銷路,销路,xiāolù,N,"sales, market"
L4-2779,消滅,消灭,xiāomiè,VA,"perish, die out, pass away, eliminate, abolish, exterminate"
L4-2780,消失,消失,xiāoshī,VA,"disappear, vanish, dissolve"
L4-2781,銷售,销售,xiāoshòu,VA,"sell, market"
L4-2782,消夜,消夜,xiāoyè,N,midnight snack
L4-2782,宵夜,宵夜,xiāoyè,N,midnight snack
L4-2783,小便,小便,xiǎobiàn,VA,to urinate
L4-2784,小吃,小吃,xiǎochī,N,"snack, refreshment, cold/prepared dish"
L4-2785,曉得,晓得,xiǎode,Vs,know
L4-2786,小費,小费,xiǎofèi,N,"tip, gratuity"
L4-2787,小麥,小麦,xiǎomài,N,wheat
L4-2788,小氣,小气,xiǎoqì,Vs,stingy
L4-2789,小子,小子,xiǎozi,N,"bloke, boy, guy, fellow"
L4-2790,小組,小组,xiǎozǔ,N,group
L4-2791,校車,校车,xiàochē,N,school bus
L4-2792,效果,效果,xiàoguǒ,N,"effect, result"
L4-2793,效率,效率,xiàolǜ,N,efficiency
L4-2794,笑容,笑容,xiàoróng,N,"a smile, a smiling face"
L4-2795,孝順,孝顺,xiàoshùn,Vs,show filial obedience
L4-2796,校友,校友,xiàoyǒu,N,"alumnus, alumna"
L4-2797,校園,校园,xiàoyuán,N,"schoolyard, campus"
L4-2798,歇,歇,xiē,VA,"have a rest, stop (work/etc), knock off, go to bed"
L4-2799,斜,斜,xié,Vs,"oblique, inclined, tilted"
L4-2800,協助,协助,xiézhù,VA,"assist, help"
L4-2801,血,血,xiě,N,blood
L4-2802,血管,血管,xiěguǎn,N,blood vessel
L4-2803,血型,血型,xiěxíng,N,blood group/type
L4-2804,血液,血液,xiěyè,N,blood
L4-2805,謝,谢,xiè,Vs,thank
L4-2806,心得,心得,xīndé,N,what one has learned from work/study/etc
L4-2807,新郎,新郎,xīnláng,N,bridegroom
L4-2808,心理,心理,xīnlǐ,N,"psychology, mentality"
L4-2809,心目中,心目中,xīnmùzhōng,N,"mood, frame of mind, memory, mind, mental view"
L4-2810,新娘,新娘,xīnniáng,N,bride
L4-2811,欣賞,欣赏,xīnshǎng,Vs,"appreciate, enjoy, admire"
L4-2812,新生,新生,xīnshēng,N,new student
L4-2813,新式,新式,xīnshì,Vs,new-style
L4-2814,薪水,薪水,xīnshuǐ,N,"salary, wages"
L4-2815,心跳,心跳,xīntiào,VA,flutter
L4-2816,新鮮,新鲜,xīnxiān,Vs,fresh
L4-2817,心意,心意,xīnyì,N,"regard, kindly feeling, intention, purpose"
L4-2818,心臟,心脏,xīnzàng,N,heart
L4-2819,信號,信号,xìnhào,N,signal
L4-2820,信任,信任,xìnrèn,Vs,"trust, have confidence in"
L4-2821,信仰,信仰,xìnyǎng,N,belief
L4-2822,信仰,信仰,xìnyǎng,Vs,believe
L4-2823,信用,信用,xìnyòng,N,"trustworthiness, credit"
L4-2824,興奮,兴奋,xīngfèn,Vs,excited
L4-2825,星光,星光,xīngguāng,N,starlight
L4-2826,形成,形成,xíngchéng,VA,"take shape, form"
L4-2827,行程,行程,xíngchéng,N,"route/distance of travel, itinerary, travel"
L4-2828,行動,行动,xíngdòng,VA,"action, operation"
L4-2829,行動,行动,xíngdòng,N,"move/get about, act, take action"
L4-2830,行李,行李,xínglǐ,N,"luggage, baggage"
L4-2831,行人,行人,xíngrén,N,pedestrian
L4-2832,形容,形容,xíngróng,VA,describe
L4-2833,形式,形式,xíngshì,N,"form, shape"
L4-2834,行為,行为,xíngwéi,N,"action, behavior, conduct"
L4-2835,形象,形象,xíngxiàng,N,"image, form, figure, imagery"
L4-2836,形狀,形状,xíngzhuàng,N,"form, appearance, shape"
L4-2837,醒,醒,xǐng,VA,"sober up, wake up, be awake, be clear in mind, be striking to the eye"
L4-2838,醒來,醒来,xǐnglái,Vs,wake up
L4-2839,性別,性别,xìngbié,N,"sexual distinction, sex"
L4-2840,幸福,幸福,xìngfú,Vs,happy
L4-2841,性格,性格,xìnggé,N,"nature, disposition, temperament"
L4-2842,幸好,幸好,xìnghǎo,Adv,"fortunately, luckily"
L4-2843,幸虧,幸亏,xìngkuī,Adv,"fortunately, luckily"
L4-2844,幸運,幸运,xìngyùn,Vs,"very fortunate, lucky"
L4-2845,性質,性质,xìngzhí,N,"quality, nature, character"
L4-2846,兇,凶,xiōng,Vs,"fiendish, ferocious, murderous, ruffianize"
L4-2847,熊貓,熊猫,xióngmāo,N,panda
L4-2848,雄偉,雄伟,xióngwěi,Vs,"imposing, magnificent"
L4-2849,修,修,xiū,VA,"embellish, decorate, repair, mend, overhaul, trim, prune"
L4-2850,修改,修改,xiūgǎi,VA,"revise, amend, alter"
L4-2851,休假,休假,xiūjià,VA,have holiday/vacation/leave
L4-2852,修理,修理,xiūlǐ,VA,"repair, mend, fix"
L4-2853,休閒,休闲,xiūxián,VA,lie fallow
L4-2854,修正,修正,xiūzhèng,VA,"revise, amend, correct"
L4-2855,需,需,xū,Vs,"need, want, require"
L4-2856,需求,需求,xūqiú,N,"requirement, demand"
L4-2857,須知,须知,xūzhī,N,"points for attention, notice"
L4-2858,許,许,xǔ,VA,"promise, allow, permit, to pledge sth."
L4-2859,許願,许愿,xǔyuàn,VA,wish
L4-2860,宣布,宣布,xuānbù,VA,"declare, proclaim, announce"
L4-2860,宣佈,宣布,xuānbù,VA,"declare, proclaim, announce"
L4-2861,宣傳,宣传,xuānchuán,VA,"propagandist, publicist"
L4-2862,宣傳,宣传,xuānchuán,N,"propagate, disseminate, give publicity to"
L4-2863,懸,悬,xuán,VA,"hang, suspend"
L4-2864,選舉,选举,xuǎnjǔ,N,election
L4-2865,選手,选手,xuǎnshǒu,N,"player selected as contestant, athlete"
L4-2866,學會,学会,xuéhuì,VA,"learned society, (scholarly) association"
L4-2867,學會,学会,xuéhuì,N,"learn, master"
L4-2868,學歷,学历,xuélì,N,record of formal schooling
L4-2869,學術,学术,xuéshù,N,"learning, science"
L4-2870,學位,学位,xuéwèi,N,"academic degree, degree"
L4-2871,學問,学问,xuéwèn,N,"learning, knowledge, scholarship"
L4-2872,學業,学业,xuéyè,N,"one's studies, schoolwork"
L4-2873,學院,学院,xuéyuàn,N,"college, academy, institute"
L4-2874,學者,学者,xuézhě,N,scholar
L4-2875,雪花,雪花,xuěhuā,N,snowflake
L4-2876,削減,削减,xuèjiǎn,VA,"cut down, reduce"
L4-2877,尋,寻,xún,VA,"search, seek"
L4-2878,循環,循环,xúnhuán,VA,"circulate, cycle"
L4-2879,尋找,寻找,xúnzhǎo,VA,"seek, look for"
L4-2880,訓練,训练,xùnliàn,N,training
L4-2881,訓練,训练,xùnliàn,VA,"train, drill"
L4-2882,迅速,迅速,xùnsù,Vs,"rapid, speedy, prompt"
L4-2883,壓,压,yā,VA,"press, push/hold down, control, quell"
L4-2884,押金,押金,yājīn,N,deposit
L4-2885,壓力,压力,yālì,N,pressure
L4-2886,壓迫,压迫,yāpò,VA,"oppress, repress, constrict"
L4-2887,鴨子,鸭子,yāzi,N,duck
L4-2887,鴨,鸭,yā,N,duck
L4-2888,牙膏,牙膏,yágāo,N,toothpaste
L4-2889,煙,烟,yān,N,"①smoke, mist, vapor; ②tobacco, cigarette, opium"
L4-2890,煙火,烟火,yānhuǒ,N,fireworks
L4-2891,沿,沿,yán,Prep,along
L4-2892,嚴,严,yán,Vs,"tight, strict, rigorous"
L4-2893,鹽巴,盐巴,yánbā,N,salt
L4-2894,延長,延长,yáncháng,VA,"lengthen, prolong, extend"
L4-2895,嚴格,严格,yángé,Vs,"strict, rigorous"
L4-2896,嚴肅,严肃,yánsù,Vs,"serious, solemn"
L4-2897,演,演,yǎn,VA,"act, play, perform, develop, evolve"
L4-2898,演唱,演唱,yǎnchàng,VA,sing in performance
L4-2899,演出,演出,yǎnchū,VA,"show, perform"
L4-2900,掩蓋,掩盖,yǎngài,VA,cover
L4-2901,眼光,眼光,yǎnguāng,N,"eye, sight, foresight, insight, vision, view, way of looking at things"
L4-2902,演講,演讲,yǎnjiǎng,VA,"lecture, make speech"
L4-2903,眼淚,眼泪,yǎnlèi,N,tears
L4-2904,眼前,眼前,yǎnqián,N,before one's eyes
L4-2905,演員,演员,yǎnyuán,N,performer
L4-2906,演奏,演奏,yǎnzòu,VA,give instrumental performance
L4-2907,宴會,宴会,yànhuì,N,"banquet, dinner party"
L4-2908,厭惡,厌恶,yànwù,Vs,"detest, be disgusted with"
L4-2909,陽傘,阳伞,yángsǎn,N,"parasol, sunshade"
L4-2910,養,养,yǎng,VA,"support, provide for, raise, maintain, give birth to, form, cultivate, rest, recuperate"
L4-2911,癢,痒,yǎng,Vs,"tickle, itch"
L4-2912,氧氣,氧气,yǎngqì,N,oxygen
L4-2913,樣品,样品,yàngpǐn,N,"sample (product), specimen"
L4-2914,喲,哟,yāo,P,particle: expressing exclamation/warning/negative evaluation/etc
L4-2915,腰,腰,yāo,N,"waist, waist of a garment, middle part"
L4-2916,邀請,邀请,yāoqǐng,VA,invite
L4-2917,搖,摇,yáo,VA,"shake, wave, scull, row, agitate"
L4-2918,搖擺,摇摆,yáobǎi,VA,"sway, swing, oscillate"
L4-2919,搖頭,摇头,yáotóu,VA,shake one's head
L4-2920,咬,咬,yǎo,VA,"bite, snap at"
L4-2921,要不,要不,yàobù,Conj,"otherwise, or else, or"
L4-2922,要不然,要不然,yàobùrán,Conj,"otherwise, or else, or"
L4-2923,要不是,要不是,yàobùshì,Conj,"if it were not for, but for"
L4-2924,藥方,药方,yàofāng,N,prescription
L4-2925,藥房,药房,yàofáng,N,"drugstore, pharmacy, hospital pharmacy, dispensary"
L4-2926,要命,要命,yàomìng,Vs,"darned, kill, drive sb. to death"
L4-2927,藥水,药水,yàoshuǐ,N,"liquid medicine, lotion"
L4-2928,藥物,药物,yàowù,N,"drugs, medicine"
L4-2929,野,野,yě,Vs,"wild, undomesticated"
L4-2930,野餐,野餐,yěcān,VA,picnic
L4-2931,也好,也好,yěhǎo,P,"①no matter whether, may as well, that's fine; ②particle: showing hesitant acceptance"
L4-2932,野獸,野兽,yěshòu,N,wild animal
L4-2933,野心,野心,yěxīn,N,"wild ambition, careerism"
L4-2934,夜市,夜市,yèshì,N,night market
L4-2935,夜晚,夜晚,yèwǎn,N,evening
L4-2936,業務,业务,yèwù,N,"professional work, business"
L4-2937,業餘,业余,yèyú,Vs,amateur
L4-2938,葉子,叶子,yèzi,N,leaf
L4-2939,醫,医,yī,VA,"cure, treat"
L4-2940,衣櫃,衣柜,yīguì,N,dresser
L4-2941,依據,依据,yījù,N,"basis, foundation"
L4-2942,依靠,依靠,yīkào,VA,rely/depend on
L4-2943,依然,依然,yīrán,Adv,"still, as before"
L4-2944,衣裳,衣裳,yīshang,N,"clothing, clothes"
L4-2945,醫師,医师,yīshī,N,doctor
L4-2946,醫學,医学,yīxué,N,"medical science, medicine"
L4-2947,一一,一一,yīyī,Adv,"one by one, one after another"
L4-2948,移,移,yí,VA,"move, remove, shift, transform, change, alter"
L4-2949,一大早,一大早,yīdàzǎo,N,
L4-2950,一帶,一带,yīdài,N,"district, region"
L4-2951,移動,移动,yídòng,VA,"move, shift"
L4-2952,一面,一面,yīmiàn,Adv,"along, while"
L4-2953,移民,移民,yímín,VA,emigrate
L4-2954,儀器,仪器,yíqì,N,"instrument, apparatus"
L4-2955,儀式,仪式,yíshì,N,"ceremony, rite"
L4-2956,疑問,疑问,yíwèn,N,"question, doubt"
L4-2957,一向,一向,yīxiàng,Adv,"consistently, all along, up to now"
L4-2958,一再,一再,yīzài,Adv,"time and again, again and again"
L4-2959,一陣,一阵,yīzhèn,N,"a burst, a fit, a peal"
L4-2959,一陣子,一阵子,yīzhènzi,N,"a burst, a fit, a peal"
L4-2960,一致,一致,yīzhì,Vs,"identical, unanimous"
L4-2961,乙,乙,yǐ,Det,"second, second of the ten Heavenly Stems"
L4-2962,已,已,yǐ,Adv,already
L4-2963,以,以,yǐ,Conj,"in order to, so as to"
L4-2964,以,以,yǐ,Prep,"using, taking, from a point on, because of"
L4-2965,以便,以便,yǐbiàn,Conj,"so that, in order to"
L4-2966,以及,以及,yǐjí,Conj,and
L4-2967,以來,以来,yǐlái,Post,since
L4-2968,以免,以免,yǐmiǎn,Conj,"in order to avoid, so as not to"
L4-2969,以內,以内,yǐnèi,Post,"within, less than"
L4-2970,以上,以上,yǐshàng,Post,above
L4-2971,以上,以上,yǐshàng,N,the above/foregoing/above-mentioned
L4-2972,以外,以外,yǐwài,Post,"beyond, outside, other than, except"
L4-2973,以往,以往,yǐwǎng,N,"before, formerly, in the past"
L4-2974,以下,以下,yǐxià,Post,"under the condition of, under, beneath, below"
L4-2975,以下,以下,yǐxià,N,"the following, hereafter"
L4-2976,億,亿,yì,Det,hundred million
L4-2977,易,易,yì,Vs,easy
L4-2978,一般,一般,yībān,Vs,generally
