ID,Traditional,Simplified,Pinyin,POS,Meaning,Category,Subcategory,Variants
L2-071,算,算,suàn,V,"to calculate, to count",數量,數字,
L2-072,加,加,jiā,V,to add,數量,數字,
L2-073,總共,总共,zǒnggòng,V,to total,數量,數字,
L2-074,只,只,zhǐ,Adv,only,數量,數字,
L2-075,片,片,piàn,M,"partial measure word for thin, flat pieces of sth and for a vast expanse of sth",數量,數字,
L2-076,件,件,jiàn,M,"individual measure word for clothes etc., for furniture, jewelry etc., and for affairs, incidents etc",數量,數量,
L2-077,位,位,wèi,M,individual measure word for people,數量,數量,
L2-078,支/枝,支/枝,zhī,M,"individual measure word for flowers, grass and for rod-shaped article",數量,數量,"[{""Traditional"": ""支"", ""Simplified"": ""支"", ""Pinyin"": ""zhī""}, {""Traditional"": ""枝"", ""Simplified"": ""枝"", ""Pinyin"": ""zhī""}]"
L2-079,條,条,tiáo,M,"individual measure word for long, narrow things, such as rivers, pants, snakes etc",數量,數量,
L2-080,棵,棵,kē,M,individual measure word for plants.,數量,數量,
L2-081,顆,颗,kē,M,individual measure word for small and roundish things,數量,數量,
L2-082,瓶,瓶,píng,N/M,bottle; container measure word for bottles of liquid substances,數量,數量,
L2-083,張,张,zhāng,M,"individual measure word for flat things, or things with a surface",數量,數量,
L2-084,包,包,bāo,V/M,to pack; collective measure word for the things wrapped or tied up and for the things fixed in bundles,數量,數量,
L2-085,間,间,jiān,M,container measure word for houses or other buildings,數量,數量,
L2-086,把,把,bǎ,M,individual measure word for a thing with a handle or sth like a handle,數量,數量,
L2-087,付,付,fù,V,to pay,數量,金錢,
L2-088,收,收,shōu,V,to receive,數量,金錢,
L2-089,賣,卖,mài,V,to sell,數量,金錢,
L2-090,貴,贵,guì,Vs,expensive,數量,金錢,
L2-091,便宜,便宜,piányi,Vs,cheap,數量,金錢,
L2-092,找錢,找钱,zhǎoqián,V,to give change,數量,金錢,
L2-093,錢包,钱包,qiánbāo,N,"wallet, purse",數量,金錢,
L2-094,更,更,gèng,Adv,more,程度,程度,
L2-095,還,还,hái,Adv,still,程度,程度,
L2-096,這麼,这么,zhème,Adv,such,程度,程度,
L2-097,那麼,那么,nàme,Adv,like that,程度,程度,
L2-098,壞,坏,huài,Vs,bad,程度,程度,
L2-099,棒,棒,bàng,Vs,excellent,程度,程度,
L2-100,今年,今年,jīnnián,N/Adv,this year,時間,年月日星期,
L2-101,去年,去年,qùnián,N/Adv,last year,時間,年月日星期,
L2-102,明年,明年,míngnián,N/Adv,next year,時間,年月日星期,
L2-103,前天,前天,qiántiān,N/Adv,day before yesterday,時間,年月日星期,
L2-104,後天,后天,hòutiān,N/Adv,day after tomorrow,時間,年月日星期,
L2-105,週末,周末,zhōumò,N/Adv,weekend,時間,年月日星期,
L2-106,以前,以前,yǐqián,N/Adv,ealier; before; ago,時間,時間,
L2-107,從前,从前,cóngqián,N/Adv,long time ago,時間,時間,
L2-108,以後,以后,yǐhòu,N/Adv,"hereafter, afterward, subsequently",時間,時間,
L2-109,後來,后来,hòulái,N/Adv,"subsequently, later",時間,時間,
L2-110,正在,正在,zhèngzài,Adv,presently,時間,時間,
L2-111,一直,一直,yīzhí,Adv,"continuously, perennially, all along",時間,時間,
L2-112,常常,常常,chángcháng,Adv,"frequently, often",時間,時間,
L2-113,忽然,忽然,hūrán,Adv,suddenly,時間,時間,
L2-114,來得及,来得及,láidejí,Adv,be in time,時間,時間,
L2-115,一會兒,一会儿,yīhuǐr,Adv,a while,時間,時間,
L2-116,小時,小时,xiǎoshí,N,hour,時間,時間,
L2-117,分鐘,分钟,fēnzhōng,N,minute,時間,時間,
L2-118,時候,时候,shíhòu/shíhou,N,time,時間,時間,"[{""Traditional"": ""時候"", ""Simplified"": ""时候"", ""Pinyin"": ""shíhòu""}, {""Traditional"": ""時候"", ""Simplified"": ""时候"", ""Pinyin"": ""shíhou""}]"
L2-119,又,又,yòu,Conj/Adv,again,時間,時間,
L2-120,才,才,cái,Conj/Adv,just,時間,時間,
L2-121,然後,然后,ránhòu,Conj,then,時間,時間,
L2-122,慢,慢,màn,Vs,slow,時間,時間,
L2-123,灰色,灰色,huīsè,N,gray,形色,顏色,
L2-124,紫色,紫色,zǐsè,N,purple,形色,顏色,
L2-125,橘色,橘色,júsè,N,orange,形色,顏色,
L2-126,寬,宽,kuān,Vs,wide,形色,尺寸,
L2-127,窄,窄,zhǎi,Vs,narrow,形色,尺寸,
L2-128,細,细,xì,Vs,"thin, fine",形色,尺寸,
L2-129,比較,比较,bǐjiào,V,to compare,形色,尺寸,
L2-130,比,比,bǐ,V,to compare,形色,尺寸,
L2-131,邊,边,biān,N,"side, edge",形色,形狀,
L2-132,上衣,上衣,shàngyī,N,top,生活,衣物飾品,
L2-133,洋裝,洋装,yángzhuāng,N,dress,生活,衣物飾品,
L2-134,內衣,内衣,nèiyī,N,underwear,生活,衣物飾品,
L2-135,內褲,内裤,nèikù,N,underpants,生活,衣物飾品,
L2-136,口袋,口袋,kǒudài,N,pocket,生活,衣物飾品,
L2-137,手帕,手帕,shǒupà,N,handkerchief,生活,衣物飾品,
L2-138,手套,手套,shǒutào,N,gloves,生活,衣物飾品,
L2-139,眼鏡,眼镜,yǎnjìng,N,glasses,生活,衣物飾品,
L2-140,圍巾,围巾,wéijīn,N,scarf,生活,衣物飾品,
L2-141,家具,家具,jiājù,N,furniture,生活,居家用品,
L2-142,鈴,铃,líng,N,bell,生活,居家用品,
L2-143,屋頂,屋顶,wūdǐng,N,roof,生活,居家用品,
L2-144,沙發,沙发,shāfā,N,sofa,生活,居家用品,
L2-145,書架,书架,shūjià,N,bookshelf,生活,居家用品,
L2-146,書桌,书桌,shūzhuō,N,desk,生活,居家用品,
L2-147,鏡(子),镜(子),jìng(zi),N,mirror,生活,居家用品,"[{""Traditional"": ""鏡子"", ""Simplified"": ""镜子"", ""Pinyin"": ""jìngzi""}, {""Traditional"": ""鏡"", ""Simplified"": ""镜"", ""Pinyin"": ""jìng""}]"
L2-148,桶(子),桶(子),tǒng(zi),N,bucket,生活,居家用品,"[{""Traditional"": ""桶子"", ""Simplified"": ""桶子"", ""Pinyin"": ""tǒngzi""}, {""Traditional"": ""桶"", ""Simplified"": ""桶"", ""Pinyin"": ""tǒng""}]"
L2-149,盒(子),盒(子),hé(zi),N/M,box; container measure word for things in a box,生活,居家用品,"[{""Traditional"": ""盒"", ""Simplified"": ""盒"", ""Pinyin"": ""hé"", ""POS"": ""M""}, {""Traditional"": ""盒子"", ""Simplified"": ""盒子"", ""Pinyin"": ""hézi"", ""POS"": ""N""}]"
L2-150,袋(子),袋(子),dài(zi),N,bag,生活,居家用品,"[{""Traditional"": ""袋子"", ""Simplified"": ""袋子"", ""Pinyin"": ""dàizi""}, {""Traditional"": ""袋"", ""Simplified"": ""袋"", ""Pinyin"": ""dài""}]"
L2-151,毛巾,毛巾,máojīn,N,towel,生活,居家用品,
L2-152,牙刷,牙刷,yáshuā,N,toothbrush,生活,居家用品,
L2-153,牙膏,牙膏,yágāo,N,toothpaste,生活,居家用品,
L2-154,手機,手机,shǒujī,N,"cell phone, mobile phone",生活,居家用品,
L2-155,垃圾,垃圾,lèsè,N,garbage,生活,居家用品,
L2-156,東西,东西,dōngxi,N,thing,生活,居家用品,
L2-157,信,信,xìn,N,"letter, mail",生活,居家用品,
L2-158,郵票,邮票,yóupiào,N,stamp,生活,居家用品,
L2-159,卡片,卡片,kǎpiàn,N,card,生活,居家用品,
L2-160,報紙,报纸,bàozhǐ,N,newspaper,生活,居家用品,
L2-161,湯匙/勺子,汤匙/勺子,tāngchí/sháozi,N,spoon,生活,居家用品,"[{""Traditional"": ""湯匙"", ""Simplified"": ""汤匙"", ""Pinyin"": ""tāngchí""}, {""Traditional"": ""勺子"", ""Simplified"": ""勺子"", ""Pinyin"": ""sháozi""}]"
L2-162,盤(子),盘(子),pán(zhi),N/M,plate; individual measure word for plate-shaped things.,生活,居家用品,"[{""Traditional"": ""盤"", ""Simplified"": ""盘"", ""Pinyin"": ""pán"", ""POS"": ""M""}, {""Traditional"": ""盤子"", ""Simplified"": ""盘子"", ""Pinyin"": ""pánzi"", ""POS"": ""N""}]"
L2-163,茶壺,茶壶,cháhú,N,"teapot, teakettle",生活,居家用品,
L2-164,舊,旧,jiù,Vs,old,生活,居家用品,
L2-165,乾淨,干净,gānjìng,Vs,clean,生活,居家用品,
L2-166,亂,乱,luàn,Vs,messy,生活,居家用品,
L2-167,整理,整理,zhěnglǐ,V,"to put in order, to arrange",生活,居家用品,
L2-168,關,关,guān,V,"to close, to shut, to turn off",生活,居家用品,
L2-169,搬,搬,bān,V,to move,生活,居家用品,
L2-170,倒,倒,dào,V,to empty,生活,居家活動,
L2-171,用,用,yòng,V,to use,生活,居家活動,
L2-172,找,找,zhǎo,V,"to find, to look for",生活,居家活動,
L2-173,刷,刷,shuā,V,to brush,生活,居家活動,
L2-174,寄,寄,jì,V,"to send, to mail",生活,居家活動,
L2-175,食物,食物,shíwù,N,food,生活,飲食,
L2-176,米,米,mǐ,N,rice,生活,飲食,
L2-177,炒飯,炒饭,chǎofàn,N,fried rice,生活,飲食,
L2-178,粽(子),粽(子),zòng(zi),N,a pyramid-shaped mass of glutinous rice wrapped in leaves,生活,飲食,"[{""Traditional"": ""粽子"", ""Simplified"": ""粽子"", ""Pinyin"": ""zòngzi""}, {""Traditional"": ""粽"", ""Simplified"": ""粽"", ""Pinyin"": ""zòng""}]"
L2-179,包子,包子,bāozi,N,steamed stuffed bun,生活,飲食,
L2-180,月餅,月饼,yuèbǐng/yuèbing,N,moon cake,生活,飲食,"[{""Traditional"": ""月餅"", ""Simplified"": ""月饼"", ""Pinyin"": ""yuèbǐng""}, {""Traditional"": ""月餅"", ""Simplified"": ""月饼"", ""Pinyin"": ""yuèbing""}]"
L2-181,牛排,牛排,niúpái,N,beefsteak,生活,飲食,
L2-182,沙拉,沙拉,shālā,N,salad,生活,飲食,
L2-183,咖哩,咖哩,kālǐ,N,curry,生活,飲食,
L2-184,奶油,奶油,nǎiyóu,N,"cream, butter",生活,飲食,
L2-185,青菜,青菜,qīngcài,N,vegetables,生活,飲食,
L2-186,南瓜,南瓜,nánguā,N,pumpkin,生活,飲食,
L2-187,玉米,玉米,yùmǐ/yùmi,N,corn,生活,飲食,"[{""Traditional"": ""玉米"", ""Simplified"": ""玉米"", ""Pinyin"": ""yùmǐ""}, {""Traditional"": ""玉米"", ""Simplified"": ""玉米"", ""Pinyin"": ""yùmi""}]"
L2-188,洋蔥,洋葱,yángcōng,N,onion,生活,飲食,
L2-189,咖啡,咖啡,kāfēi,N,coffee,生活,飲食,
L2-190,開水,开水,kāishuǐ,N,boiling/boiled water,生活,飲食,
L2-191,奶茶,奶茶,nǎichá,N,milk tea,生活,飲食,
L2-192,炸雞,炸鸡,zhájī,N,fried chicken,生活,飲食,
L2-193,薯條,薯条,shǔtiáo,N,French fries,生活,飲食,
L2-194,雞塊,鸡块,jīkuài,N,Chicken nugget,生活,飲食,
L2-195,披薩/比薩,披萨/比萨,pīsà/bǐsà,N,pizza,生活,飲食,"[{""Traditional"": ""披薩"", ""Simplified"": ""披萨"", ""Pinyin"": ""pīsà""}, {""Traditional"": ""比薩"", ""Simplified"": ""比萨"", ""Pinyin"": ""bǐsà""}]"
L2-196,點心,点心,diǎnxīn/diǎnxin,N,snack,生活,飲食,"[{""Traditional"": ""點心"", ""Simplified"": ""点心"", ""Pinyin"": ""diǎnxīn""}, {""Traditional"": ""點心"", ""Simplified"": ""点心"", ""Pinyin"": ""diǎnxin""}]"
L2-197,巧克力,巧克力,qiǎokèlì,N,chocolate,生活,飲食,
L2-198,葡萄,葡萄,pútao,N,grape,生活,飲食,
L2-199,飽,饱,bǎo,Vs,full,生活,飲食,
L2-200,渴,渴,kě,Vs,thirsty,生活,飲食,
L2-201,烤,烤,kǎo,V,"to roast, to barbecue, to bake",生活,飲食,
L2-202,做菜,做菜,zuòcài,V,to cook,生活,飲食,
L2-203,菜單,菜单,càidān,N,menu,生活,飲食,
L2-204,點菜,点菜,diǎncài,V,to order dishes,生活,飲食,
L2-205,年級,年级,niánjí,N,grade,生活,學校,
L2-206,班級,班级,bānjí,N,class,生活,學校,
L2-207,小學,小学,xiǎoxué,N,"primary school, elementary school",生活,學校,
L2-208,中學,中学,zhōngxué,N,middle school,生活,學校,
L2-209,校長,校长,xiàozhǎng,N,principal,生活,學校,
L2-210,寒假,寒假,hánjià,N,winter vacation,生活,學校,
L2-211,暑假,暑假,shǔjià,N,summer vacation,生活,學校,
L2-212,請假,请假,qǐngjià,V,to ask for leave,生活,學校,
L2-213,小學生,小学生,xiǎoxuéshēng,N,an elementary school student,生活,學校,
L2-214,句(子),句(子),jù(zi),N,sentence,生活,學校,"[{""Traditional"": ""句子"", ""Simplified"": ""句子"", ""Pinyin"": ""jùzi""}, {""Traditional"": ""句"", ""Simplified"": ""句"", ""Pinyin"": ""jù""}]"
L2-215,故事,故事,gùshi,N,"story, tale",生活,學校,
L2-216,作文,作文,zuòwén,N,composition,生活,學校,
L2-217,圖片,图片,túpiàn,N,"picture, photograph",生活,學校,
L2-218,科學,科学,kēxué,N,science,生活,學校,
L2-219,美術,美术,měishù,N,art,生活,學校,
L2-220,數學,数学,shùxué,N,math,生活,學校,
L2-221,體育,体育,tǐyù,N,physical education,生活,學校,
L2-222,功課,功课,gōngkè,N,homework,生活,學校,
L2-223,本子,本子,běnzi,N,"book, notebook",生活,學校,
L2-224,運動會,运动会,yùndònghuì,N,sports day,生活,學校,
L2-225,練習,练习,liànxí,N/V,(to) practice,生活,學校,
L2-226,準備,准备,zhǔnbèi,N/V,"to prepare, preparation",生活,學校,
L2-227,加油,加油,jiāyóu,V,to cheer on,生活,學校,
L2-228,賽跑,赛跑,sàipǎo,N/V,(to) race,生活,學校,
L2-229,比賽,比赛,bǐsài,N/V,"match, competition; to compete",生活,學校,
L2-230,參加,参加,cānjiā,V,"to join, to attend",生活,學校,
L2-231,排隊,排队,páiduì,V,to stand in line,生活,學校,
L2-232,膠水,胶水,jiāoshuǐ,N,glue,生活,學校,
L2-233,蠟筆,蜡笔,làbǐ,N,wax crayon,生活,學校,
L2-234,交/交給,交/交给,jiāo/jiāogěi,V,"to hand over, to deliver",生活,學校,"[{""Traditional"": ""交"", ""Simplified"": ""交"", ""Pinyin"": ""jiāo""}, {""Traditional"": ""交給"", ""Simplified"": ""交给"", ""Pinyin"": ""jiāogěi""}]"
L2-235,帶,带,dài,V,"to take, to bring",生活,學校,
L2-236,翻,翻,fān,V,"to turn over, to turn around",生活,學校,
L2-237,教,教,jiāo,V,to teach,生活,學校,
L2-238,打架,打架,dǎjià,V,to fight,生活,學校,
L2-239,走路,走路,zǒulù,V/N,(to) walk,生活,休閒活動,
L2-240,跑步,跑步,pǎobù,V/N,(to) jog,生活,休閒活動,
L2-241,舞蹈,舞蹈,wǔdào,N,dance,生活,休閒活動,
L2-242,滑雪,滑雪,huáxuě,V/N,(to) ski,生活,休閒活動,
L2-243,逛,逛,guàng,V,to window-shop,生活,休閒活動,
L2-244,散步,散步,sànbù,V/N,(to) take a walk,生活,休閒活動,
L2-245,旅行,旅行,lǚxíng,V/N,"(to) travel, journey, tour",生活,休閒活動,
L2-246,溜滑梯,溜滑梯,liūhuátī,N,slide,生活,休閒活動,
L2-247,網球,网球,wǎngqiú,N,tennis,生活,休閒活動,
L2-248,羽毛球,羽毛球,yǔmáoqiú,N,badminton,生活,休閒活動,
L2-249,乒乓球/桌球,乒乓球/桌球,pīngpāngqiú/zhuōqiú,N,ping-pong/table tennis,生活,休閒活動,"[{""Traditional"": ""乒乓球"", ""Simplified"": ""乒乓球"", ""Pinyin"": ""pīngpāngqiú""}, {""Traditional"": ""桌球"", ""Simplified"": ""桌球"", ""Pinyin"": ""zhuōqiú""}]"
L2-250,收集,收集,shōují,V/N,"to gather, to collect",生活,休閒活動,
L2-251,卡通,卡通,kǎtōng,N,cartoon,生活,休閒活動,
L2-252,漫畫,漫画,mànhuà,N,comic book,生活,休閒活動,
L2-253,上網,上网,shàngwǎng,V,to surf the internet,生活,休閒活動,
L2-254,鼓,鼓,gǔ,N,drum,生活,休閒活動,
L2-255,吉他,吉他,jítā,N,guitar,生活,休閒活動,
L2-256,小提琴,小提琴,xiǎotíqín,N,violin,生活,休閒活動,
L2-257,拜年,拜年,bàinián,V,to pay a New Year call,生活,休閒活動,
L2-258,紅包,红包,hóngbāo,N,red envelope with gift money,生活,休閒活動,
L2-259,壓歲錢,压岁钱,yāsuìqián,N,money given to children as a lunar New Year gift,生活,休閒活動,
L2-260,節,节,jié,N,festival,生活,休閒活動,
L2-261,端午節,端午节,duānwǔjié,N,the Dragon Boat Festival (falling on the fifth day of the fifth lunar month),生活,休閒活動,
L2-262,中秋節,中秋节,zhōngqiūjié,N,the Moon Festival or the Mid-Autumn Festival (on the 15th day of the 8th lunar month),生活,休閒活動,
L2-263,聖誕節,圣诞节,shèngdànjié,N,Christmas,生活,休閒活動,
L2-264,健康,健康,jiànkāng,Vs/N,"healthy, health",生活,健康,
L2-265,咳嗽,咳嗽,késòu/késou,V,to cough,生活,健康,"[{""Traditional"": ""咳嗽"", ""Simplified"": ""咳嗽"", ""Pinyin"": ""késòu""}, {""Traditional"": ""咳嗽"", ""Simplified"": ""咳嗽"", ""Pinyin"": ""késou""}]"
L2-266,發燒,发烧,fāshāo,V,to have a fever,生活,健康,
L2-267,口罩,口罩,kǒuzhào,N,a gauze mask,生活,健康,
L2-268,蛀牙,蛀牙,zhùyá,V/N,"decayed tooth, dental caries",生活,健康,
L2-269,跌倒,跌倒,diédǎo,V,to fall over,生活,健康,
L2-270,住院,住院,zhùyuàn,V,to be in hospital,生活,健康,
L2-271,受傷,受伤,shòushāng,Vs/N,"be injured/wounded; injury, wound",生活,健康,
L2-272,小心,小心,xiǎoxīn,Vs,careful,生活,健康,
L2-273,卡車,卡车,kǎchē,N,truck,交通,交通工具,
L2-274,計程車,计程车,jìchéngchē,N,taxi,交通,交通工具,
L2-275,消防車,消防车,xiāofángchē,N,fire truck,交通,交通工具,
L2-276,救護車,救护车,jiùhùchē,N,ambulance,交通,交通工具,
L2-277,摩托車,摩托车,mótuōchē,N,"motorcycle, scooter",交通,交通工具,
L2-278,票,票,piào,N,ticket,交通,交通工具,
L2-279,開車,开车,kāichē,V,to drive a car,交通,交通工具,
L2-280,停,停,tíng,V,"to park, to stop",交通,交通工具,
L2-281,迷路,迷路,mílù,V,to get lost,交通,交通工具,
L2-282,搭,搭,dā,V,to travel by or take (a conveyance),交通,交通工具,
L2-283,危險,危险,wéixiǎn,Vs,dangerous,交通,交通工具,
L2-284,安全,安全,ānquán,Vs,safe,交通,交通工具,
L2-285,雷,雷,léi,N,thunder,自然,現象,
L2-286,電,电,diàn,N,electricity,自然,現象,
L2-287,聲音,声音,shēngyīn,N,"sound, voice",自然,現象,
L2-288,閃電,闪电,shǎndiàn,N/V,lightning,自然,現象,
L2-289,彩虹,彩虹,cǎihóng,N,rainbow,自然,現象,
L2-290,季節,季节,jìjié,N,season,自然,季節,
L2-291,涼/涼快,凉/凉快,liáng/liángkuài,Vs,cool,自然,天氣,"[{""Traditional"": ""涼"", ""Simplified"": ""凉"", ""Pinyin"": ""liáng""}, {""Traditional"": ""涼快"", ""Simplified"": ""凉快"", ""Pinyin"": ""liángkuài""}]"
L2-292,寒冷,寒冷,hánlěng,Vs,cold,自然,天氣,
L2-293,溫暖,温暖,wēnnuǎn,Vs,warm,自然,天氣,
L2-294,乾,干,gān,Vs,dry,自然,天氣,
L2-295,玫瑰,玫瑰,méigui,N,rose,自然,植物,
L2-296,獅(子),狮(子),shī(zi),N,lion,自然,動物,"[{""Traditional"": ""獅子"", ""Simplified"": ""狮子"", ""Pinyin"": ""shīzi""}, {""Traditional"": ""獅"", ""Simplified"": ""狮"", ""Pinyin"": ""shī""}]"
L2-297,狼,狼,láng,N,wolf,自然,動物,
L2-298,象,象,xiàng,N,elephant,自然,動物,
L2-299,青蛙,青蛙,qīngwā,N,frog,自然,動物,
L2-300,蛇,蛇,shé,N,snake,自然,動物,
L2-301,蟲,虫,chóng,N,"worm, insect",自然,動物,
L2-302,蚊(子),蚊(子),wén(zi),N,mosquito,自然,動物,"[{""Traditional"": ""蚊子"", ""Simplified"": ""蚊子"", ""Pinyin"": ""wénzi""}, {""Traditional"": ""蚊"", ""Simplified"": ""蚊"", ""Pinyin"": ""wén""}]"
L2-303,蜘蛛,蜘蛛,zhīzhū,N,spider,自然,動物,
L2-304,蝴蝶,蝴蝶,húdié,N,butterfly,自然,動物,
L2-305,蜜蜂,蜜蜂,mìfēng,N,bee,自然,動物,
L2-306,螞蟻,蚂蚁,mǎyǐ,N,ant,自然,動物,
L2-307,蝸牛,蜗牛,wōniú,N,snail,自然,動物,
L2-308,鵝,鹅,é,N,goose,自然,動物,
L2-309,寵物,宠物,chǒngwù,N,pet,自然,動物,
L2-310,石/石頭,石/石头,shí/shítou,N,"stone, rock",自然,自然環境,"[{""Traditional"": ""石"", ""Simplified"": ""石"", ""Pinyin"": ""shí""}, {""Traditional"": ""石頭"", ""Simplified"": ""石头"", ""Pinyin"": ""shítou""}]"
L2-311,沙,沙,shā,N,sand,自然,自然環境,
L2-312,河,河,hé,N,river,自然,自然環境,
L2-313,森林,森林,sēnlín,N,forest,自然,自然環境,
L2-314,池塘,池塘,chítáng,N,pond,自然,自然環境,
L2-315,北邊,北边,běibiān,N,north,地方,方位,
L2-316,西邊,西边,xībiān,N,west,地方,方位,
L2-317,東邊,东边,dōngbiān,N,east,地方,方位,
L2-318,南邊,南边,nánbiān,N,south,地方,方位,
L2-319,右邊/右手邊,右边/右手边,yòubiān/yòushǒubiān,N,right side,地方,方位,"[{""Traditional"": ""右邊"", ""Simplified"": ""右边"", ""Pinyin"": ""yòubiān""}, {""Traditional"": ""右手邊"", ""Simplified"": ""右手边"", ""Pinyin"": ""yòushǒubiān""}]"
L2-320,左邊/左手邊,左边/左手边,zuǒbiān/zuǒshǒubiān,N,left side,地方,方位,"[{""Traditional"": ""左邊"", ""Simplified"": ""左边"", ""Pinyin"": ""zuǒbiān""}, {""Traditional"": ""左手邊"", ""Simplified"": ""左手边"", ""Pinyin"": ""zuǒshǒubiān""}]"
L2-321,旁(邊),旁(边),páng(biān),N,by the side of,地方,方位,"[{""Traditional"": ""旁"", ""Simplified"": ""旁"", ""Pinyin"": ""páng""}, {""Traditional"": ""旁邊"", ""Simplified"": ""旁边"", ""Pinyin"": ""pángbiān""}]"
L2-322,往,往,wǎng,Prep,toward,地方,方位,
L2-323,從,从,cóng,Prep,"from, since, through",地方,方位,
L2-324,近,近,jìn,Vs,"close, near",地方,方位,
L2-325,遠,远,yuǎn,Vs,far,地方,方位,
L2-326,對面,对面,duìmiàn,N,across,地方,方位,
L2-327,地方,地方,dìfāng/dìfang,N,place,地方,處所,"[{""Traditional"": ""地方"", ""Simplified"": ""地方"", ""Pinyin"": ""dìfāng""}, {""Traditional"": ""地方"", ""Simplified"": ""地方"", ""Pinyin"": ""dìfang""}]"
L2-328,客廳,客厅,kètīng,N,living room,地方,處所,
L2-329,浴室,浴室,yùshì,N,bathroom,地方,處所,
L2-330,院子,院子,yuànzi,N,courtyard,地方,處所,
L2-331,廁所,厕所,cèsuǒ,N,toilet,地方,處所,
L2-332,飯廳,饭厅,fàntīng,N,dining room,地方,處所,
L2-333,廚房,厨房,chúfáng,N,kitchen,地方,處所,
L2-334,教室,教室,jiàoshì,N,classroom,地方,處所,
L2-335,操場,操场,cāochǎng,N,playground,地方,處所,
L2-336,游泳池,游泳池,yóuyǒngchí,N,swimming pool,地方,處所,
L2-337,夜市,夜市,yèshì,N,night market,地方,處所,
L2-338,教堂,教堂,jiàotáng,N,church,地方,處所,
L2-339,郵局,邮局,yóujú,N,post office,地方,處所,
L2-340,銀行,银行,yínháng,N,bank,地方,處所,
L2-341,警察局,警察局,jǐngchájú,N,police office,地方,處所,
L2-342,電影院,电影院,diànyǐngyuàn,N,movie theater,地方,處所,
L2-343,辦公室,办公室,bàngōngshì,N,office,地方,處所,
L2-344,飯店/酒店,饭店/酒店,fàndiàn/jiǔdiàn,N,hotel,地方,處所,"[{""Traditional"": ""飯店"", ""Simplified"": ""饭店"", ""Pinyin"": ""fàndiàn""}, {""Traditional"": ""酒店"", ""Simplified"": ""酒店"", ""Pinyin"": ""jiǔdiàn""}]"
L2-345,公寓,公寓,gōngyù,N,apartment,地方,處所,
L2-346,大樓,大楼,dàlóu,N,multi-storied building,地方,處所,
L2-347,電梯,电梯,diàntī,N,elevator,地方,處所,
L2-348,樓梯,楼梯,lóutī,N,stairs,地方,處所,
L2-349,屋(子),屋(子),wū(zi),N,house,地方,處所,"[{""Traditional"": ""屋子"", ""Simplified"": ""屋子"", ""Pinyin"": ""wūzi""}, {""Traditional"": ""屋"", ""Simplified"": ""屋"", ""Pinyin"": ""wū""}]"
L2-350,農田,农田,nóngtián,N,farm,地方,處所,
L2-351,街,街,jiē,N,street,地方,處所,
L2-352,馬路/道路,马路/道路,mǎlù/dàolù,N,road,地方,處所,"[{""Traditional"": ""馬路"", ""Simplified"": ""马路"", ""Pinyin"": ""mǎlù""}, {""Traditional"": ""道路"", ""Simplified"": ""道路"", ""Pinyin"": ""dàolù""}]"
L2-353,高速公路,高速公路,gāosùgōnglù,N,"freeway, highway",地方,處所,
L2-354,熱鬧,热闹,rènao,Vs,"boisterous, bustling",地方,處所,
L2-355,泰國,泰国,tàiguó,N,Thailand,地方,國家,
L2-356,韓國,韩国,Hánguó,N,Korea,地方,國家,
L2-357,日本,日本,Rìběn,N,Japan,地方,國家,
L2-358,早安,早安,zǎo'ān,V,Good morning.,常用語,一般,
L2-359,晚安,晚安,wǎn'ān,V,Good night.,常用語,一般,
L2-360,歡迎,欢迎,huānyíng,V,"to welcome, to greet",常用語,一般,
L2-361,沒問題,没问题,méiwèntí,V,No problem.,常用語,一般,
L2-362,差不多,差不多,chàbuduō,V,almost the same,常用語,一般,
L2-363,不好意思,不好意思,bùhǎoyìsi,V,to feel embarrassed,常用語,一般,
L2-364,祝福,祝福,zhùfú,V/N,"to bless, to wish",常用語,祝福,
L2-365,進步,进步,jìnbù,N/V,"to improve, improvement",常用語,祝福,
L2-366,成功,成功,chénggōng,N/V,"success, to succeed",常用語,祝福,
L2-367,錯,错,cuò,Vs,wrong,功能詞,功能詞,
L2-368,能,能,néng,V,can,功能詞,功能詞,
L2-369,行,行,xíng,V,okay,功能詞,功能詞,
L2-370,可能,可能,kěnéng,Adv,"maybe, perhaps",功能詞,功能詞,
L2-371,當然,当然,dāngrán,Adv,"certainly, of course",功能詞,功能詞,
L2-372,一定,一定,yīdìng,Adv,definitely,功能詞,功能詞,
L2-373,還是,还是,háishì,Conj,or; still,功能詞,功能詞,
L2-374,所以,所以,suǒyǐ,Conj,so,功能詞,功能詞,
L2-375,如果,如果,rúguǒ,Conj,if,功能詞,功能詞,
L2-376,但是,但是,dànshì,Conj,but,功能詞,功能詞,
L2-377,得,得,de/dé,Ptc/V,"particle(de): verbs which are marked by de are followed by complements to show the resultive state of the action; Verb(dé): to get; Verb(děi): must, have to",功能詞,功能詞,"[{""Traditional"": ""得"", ""Simplified"": ""得"", ""Pinyin"": ""de""}, {""Traditional"": ""得"", ""Simplified"": ""得"", ""Pinyin"": ""dé""}]"
L3-001,它,它,tā,N,it,人物,人物,
L3-002,自己,自己,zìjǐ,N,oneself,人物,人物,
L3-003,介紹,介绍,jièshào,V/N,"to introduce, introduction",人物,人物,
L3-004,兒童,儿童,értóng,N,children,人物,人物,
L3-005,兄弟姊妹,兄弟姊妹,xiōngdìjiěmèi,N,siblings,人物,家庭,
